date,AGG,EEM,EFA,GLD,IWM,QQQ,SPY,TLT,XLE,XLF,XLK
2024-05-31,0.003222092937778445,-0.009715636018949463,0.009575881208785995,-0.005864174306277148,0.008429312398818452,-0.0018602510477217754,0.009108149287317801,0.006789855690302278,0.024851489401400438,0.014619845534508416,0.0015727104235570162
2024-06-03,0.002901019668772655,0.010528801557060987,0.002833251491364302,0.008917780500373462,-0.005637379783369248,0.005369336099964351,0.0008153529396106444,0.012714224042892635,-0.026180202702868634,-0.006243955940062713,0.002521882232877172
2024-06-04,0.003615686602137334,-0.013971114349594109,-0.0012284252428079769,-0.008977059834655476,-0.012902592159588095,0.002736499947064162,0.0011178985773303768,0.011681219570396783,-0.009585750618165037,-0.0045916490213107715,0.002088387850907242
2024-06-05,0.0030879610669215297,0.01609034566434548,0.007010204303763072,0.011845603201318973,0.015299283652100518,0.02015978995212239,0.011885100186643583,0.007337868982538261,-0.0001112708454598185,0.002913395255716698,0.02221381297276733
2024-06-06,0.00030791595311535316,0.004963343834945421,0.0034197168793837223,0.0073913566129216205,-0.007168639608917812,-0.00034518512832123826,-0.000018721390661427875,-0.0014997256768809564,0.005229208222803453,-0.00048415534008195826,-0.003336118970756463
2024-06-07,-0.008822328485182516,-0.011288794380732083,-0.010832606857020175,-0.03568330143379634,-0.011739277138557661,-0.0008848299769726867,-0.0012156574487586515,-0.01834566142333023,-0.003984511526634694,0.004601565088305297,0.0023245001664917568
2024-06-10,-0.0008280048517957385,0.0059467172824837706,-0.0007382497978590568,0.009168181127878311,0.003429435645487361,0.004039215378655348,0.003089761144422017,-0.006666673337175547,0.007556398725613851,-0.0038572769811434583,0.002550963717063558
2024-06-11,0.003418291153150492,-0.010167895385831047,-0.028321579217983762,0.0028566106093962105,-0.00619149043429088,0.006862729457128753,0.0024083170801935633,0.010342198786650096,-0.001985224537452696,-0.011374666606350382,0.018598215988782973
2024-06-12,0.004748622601736087,0.010033400927410669,0.011785485142840127,0.0026617200115087543,0.015350886365750225,0.013097741606573622,0.008213005017738785,0.0075138277061253325,-0.010719430253092037,-0.0009791212319240773,0.02211924947853502
2024-06-13,0.00503439694391529,-0.002365148462824926,-0.01427855012447457,-0.008150148984962219,-0.008737476775137492,0.005420241183805287,0.002013497275312803,0.014699531557467723,-0.009159961188266312,-0.0007351774806304336,0.00790976755772781
2024-06-14,0.0010222702354637687,0.0011853778259553881,-0.011054576250614859,0.012959545903254821,-0.015895843691487447,0.00518124101019124,0.0006083824913212387,0.008415007867914924,-0.007440767253915032,-0.003187769919305774,0.003747424465565673
2024-06-17,-0.003574330889153279,0.006393569990301112,0.003983008496731898,-0.005191652247571647,0.008403352311419046,0.012249828016612813,0.007958926371441154,-0.009929173235371057,0.0026124003310692705,0.00885600940076504,0.0151534983791851
2024-06-18,0.00358715255935027,0.009176456227022059,0.003967207077234977,0.004007271832187307,0.0017465374958864465,0.0003092275125537562,0.002540695869980274,0.009175215514311769,0.004191715879158753,0.006339969443352767,0.0012547964306369448
2024-06-20,-0.0017360924440787654,-0.001632074978324977,0.0006373875551684506,0.012484347826456433,-0.004234152445905978,-0.007707982729620391,-0.002716531314889289,-0.0066602947225784595,0.018388958310488472,0.005330778247222883,-0.011235495710513854
2024-06-21,0.00010232364430147059,-0.003503071624193341,-0.007006408302647293,-0.0154932381099861,0.002251186697205619,-0.002679312400879037,-0.004552084523537477,0.0,-0.0057604593154302166,-0.003856347094224122,-0.0017481486856007872
2024-06-24,0.0008182712756970153,0.0,0.007953852095641584,0.00395756638582102,0.004342376294902613,-0.012953478519674362,-0.003250664817001022,0.004044244967226326,0.017047340159296657,0.0062907890155921705,-0.026224794873805853
2024-06-25,-0.0001021515454827027,-0.002343531249407725,0.0024182568683243405,-0.004962237629221695,-0.003280010228135654,0.011435592719745593,0.003850880519355502,0.0016960321000681583,0.0023006034978200057,-0.0074537478276908865,0.018343682513456402
